"","original_code","code_level","code","sector","borderline"
"1121","Photocopying service acitivities",5,82191,"not in scope",FALSE
"1122","Duplicating and mailing activities",5,82192,"not in scope",FALSE
"1123","Other specialized office support activities",5,82199,"not in scope",FALSE
"1124","Customer relationship management activities",5,82211,"not in scope",FALSE
"1125","Sales and marketing (including telemarketing) activities",5,82212,"not in scope",FALSE
"1126","Other call centers activities (voice), n.e.c.",5,82219,"not in scope",FALSE
"1127","Finance and accounting activities",5,82221,"not in scope",FALSE
"1128","Human resources and training activities",5,82222,"not in scope",FALSE
"1129","Administrative support activities",5,82223,"not in scope",FALSE
"1130","Document processes activities",5,82224,"not in scope",FALSE
"1131","Payroll maintenance and other transaction processing activities",5,82225,"not in scope",FALSE
"1132","Medical transcription activities",5,82226,"not in scope",FALSE
"1133","Legal services activities",5,82227,"not in scope",FALSE
"1134","Supply chain management activities",5,82228,"not in scope",FALSE
"1135","Other back office operations activities, n.e.c",5,82229,"not in scope",FALSE
"1136","Engineering outsourcing activities",5,82291,"not in scope",FALSE
"1137","Product development activities",5,82292,"not in scope",FALSE
"1138","Publishing outsourcing activities",5,82293,"not in scope",FALSE
"1139","Research and analysis activities",5,82294,"not in scope",FALSE
"1140","Intellectual property research and documentation activities",5,82295,"not in scope",FALSE
"1141","Security outsourcing activities",5,82296,"not in scope",FALSE
"1142","Other non-voice related activities, n.e.c.",5,82229,"not in scope",FALSE
"1143","Organization of conventions and trade shows",5,82300,"not in scope",FALSE
"1144","Activities of collection agencies and credit bureaus",5,82910,"not in scope",FALSE
"1145","Packaging activities",5,82920,"not in scope",FALSE
"1146","Other business support service activities, n.e.c.",5,82990,"not in scope",FALSE
"1147","National executive and legislative administration",5,84111,"not in scope",FALSE
"1148","Public administration, regional government",5,84112,"not in scope",FALSE
"1149","Public administration, local government",5,84113,"not in scope",FALSE
"1150","Public administration and supervision of financial and fiscal affairs; operation of taxation schemes",5,84114,"not in scope",FALSE
"1151","Ancillary service activities for the Government as a whole",5,84115,"not in scope",FALSE
"1152","General public administration activities, n.e.c.",5,84119,"not in scope",FALSE
"1153","Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",5,84120,"not in scope",FALSE
"1154","Regulation of and contribution to more efficient operation of businesses",5,84130,"not in scope",FALSE
"1155","Foreign affairs",5,84210,"not in scope",FALSE
"1156","Defense activities",5,84220,"not in scope",FALSE
"1157","Public order and safety activities",5,84230,"not in scope",FALSE
"1158","Compulsory social security activities",5,84300,"not in scope",FALSE
"1159","Public pre-primary/pre-school education",5,85111,"not in scope",FALSE
"1160","Private pre-primary/pre-school education",5,85112,"not in scope",FALSE
"1161","Public pre-primary  education for children with special needs",5,85121,"not in scope",FALSE
"1162","Private pre-primary and primary education for children with special needs",5,85122,"not in scope",FALSE
"1163","Public primary/elementary  education",5,85211,"not in scope",FALSE
"1164","Private primary/elementary  education",5,85212,"not in scope",FALSE
"1165","Public primary/elementary education for children with special needs",5,85221,"not in scope",FALSE
"1166","Private primary/elementary education for children with special needs",5,85222,"not in scope",FALSE
"1167","Public general secondary education",5,85311,"not in scope",FALSE
"1168","Private general secondary education",5,85312,"not in scope",FALSE
"1169","Public general secondary education for children with special needs",5,85321,"not in scope",FALSE
"1170","Private general secondary education for children with special needs",5,85322,"not in scope",FALSE
"1171","Public techical and vocational secondary education",5,85331,"not in scope",FALSE
"1172","Private technical and vocational secondary education",5,85332,"not in scope",FALSE
"1173","Public technical and vocational secondary education for children with special needs",5,85341,"not in scope",FALSE
"1174","Private technical and vocational secondary education for children with special needs",5,85342,"not in scope",FALSE
"1175","Public higher education",5,85401,"not in scope",FALSE
"1176","Private higher education",5,85402,"not in scope",FALSE
"1177","Sports and recreation education",5,85510,"not in scope",FALSE
"1178","Cultural education",5,85520,"not in scope",FALSE
"1179","Other education n.e.c.",5,85590,"not in scope",FALSE
"1180","Educational support services",5,85600,"not in scope",FALSE
"1181","Public general hospitals activities",5,86111,"not in scope",FALSE
"1182","Public sanitaria and other similar activities",5,86112,"not in scope",FALSE
"1183","Public mental health and substance abuse hospitals activities",5,86113,"not in scope",FALSE
"1184","Other public hospitals, sanitaria and other similar activities, n.e.c.",5,86119,"not in scope",FALSE
"1185","Private general hospitals activities",5,86121,"not in scope",FALSE
"1186","Private sanitaria and other similar activities",5,86122,"not in scope",FALSE
"1187","Private mental health and substance abuse hospitals",5,86123,"not in scope",FALSE
"1188","Other private hospitals, sanitaria and other similar activities, n.e.c.",5,86129,"not in scope",FALSE
"1189","Public medical activities (including puericulture and laboratory services)",5,86211,"not in scope",FALSE
"1190","Public dental and laboratory services",5,86212,"not in scope",FALSE
"1191","Public medical, dental and other health activities, n.e.c.",5,86219,"not in scope",FALSE
"1192","Private medical activities",5,86221,"not in scope",FALSE
"1193","Private dental and laboratory services",5,86222,"not in scope",FALSE
"1194","Child care clinics",5,86223,"not in scope",FALSE
"1195","Private medical, dental and other health activities, n.e.c.",5,86229,"not in scope",FALSE
"1196","Other human health activities",5,86900,"not in scope",FALSE
"1197","Residential nursing care facilities",5,87100,"not in scope",FALSE
"1198","Rehabilitation of people addicted to drugs or alcohol",5,87201,"not in scope",FALSE
"1199","Caring for the mentally and physically handicapped",5,87202,"not in scope",FALSE
"1200","Residential care activities for the elderly and disabled",5,87300,"not in scope",FALSE
"1201","Child care services",5,87901,"not in scope",FALSE
"1202","Caring for unwed mothers and children",5,87902,"not in scope",FALSE
"1203","Caring for the aged and orphans",5,87903,"not in scope",FALSE
"1204","Other residential care activities, n.e.c.",5,87909,"not in scope",FALSE
"1205","Welfare and guidance counseling activities (elderly and disabled)",5,88101,"not in scope",FALSE
"1206","Day-care activities for the elderly or for handicapped adults",5,88102,"not in scope",FALSE
"1207","Vocational rehabilitation and habilitation activities for disabled adults",5,88103,"not in scope",FALSE
"1208","Welfare and guidance counseling activities for children and adolescents",5,88901,"not in scope",FALSE
"1209","Child-care activities (including for the handicapped)",5,88902,"not in scope",FALSE
"1210","Vocational rehabilitation and habilitation activities for unemployed persons",5,88903,"not in scope",FALSE
"1211","Charitable activities",5,88904,"not in scope",FALSE
"1212","Other social work activities without accommodation, n.e.c.",5,88909,"not in scope",FALSE
"1213","Concerts and opera or dance production",5,90001,"not in scope",FALSE
"1214","Live theatrical presentations and other stage productions",5,90002,"not in scope",FALSE
"1215","Individual artists activities",5,90003,"not in scope",FALSE
"1216","Ancillary theatrical activities",5,90004,"not in scope",FALSE
"1217","Art galleries",5,90005,"not in scope",FALSE
"1218","Operation of concert and theatre halls and other arts facilities",5,90006,"not in scope",FALSE
"1219","Other creative, arts and entertainment activities, n.e.c.",5,90009,"not in scope",FALSE
"1220","Library and archives activities",5,91010,"not in scope",FALSE
"1221","Museums activities and operation of historical sites and buildings",5,91020,"not in scope",FALSE
"1222","Botanical and zoological gardens and nature reserves activities",5,91030,"not in scope",FALSE
"1223","Gambling and betting activities",5,92000,"not in scope",FALSE
"1224","Operation of sports facilities",5,93110,"not in scope",FALSE
"1225","Activities of sports clubs",5,93120,"not in scope",FALSE
"1226","Other sports activities",5,93190,"not in scope",FALSE
"1227","Activities of amusement parks and theme parks",5,93210,"not in scope",FALSE
"1228","Operation of ballrooms, discotheques (disco's)",5,93291,"not in scope",FALSE
"1229","Operation of recreation parks, beaches, including renting of facilities such as bathhouses, lockers, chairs etc.;",5,93292,"not in scope",FALSE
"1230","Other amusement and recreation activities, n.e.c.",5,93299,"not in scope",FALSE
"1231","Activities of business and employers membership organizations",5,94110,"not in scope",FALSE
"1232","Activities of professional membership organizations",5,94120,"not in scope",FALSE
"1233","Activities of trade unions",5,94200,"not in scope",FALSE
"1234","Activities of religious organizations",5,94910,"not in scope",FALSE
"1235","Activities of political organizations",5,94920,"not in scope",FALSE
"1236","Activities of other membership organizations, n.e.c.",5,94990,"not in scope",FALSE
"1237","Repair of computers and peripheral equipment",5,95110,"not in scope",FALSE
"1238","Repair of communications equipment",5,95120,"not in scope",FALSE
"1239","Repair of consumer electronics",5,95210,"not in scope",FALSE
"1240","Repair and servicing of household appliances",5,95221,"not in scope",FALSE
"1241","Repair and servicing of home and garden equipment",5,95222,"not in scope",FALSE
"1242","Repair of boots and shoes",5,95231,"not in scope",FALSE
"1243","Repair of luggage and handbags",5,95232,"not in scope",FALSE
"1244","Repair of wood furniture",5,95241,"not in scope",FALSE
"1245","Repair of rattan furniture (reed, wicker and cane)",5,95242,"not in scope",FALSE
"1246","Repair of furniture and fixtures of metal",5,95243,"not in scope",FALSE
"1247","Repair of other furniture and fixtures, n.e.c.",5,95249,"not in scope",FALSE
"1248","Repair of personal and household goods, n.e.c.",5,95290,"not in scope",FALSE
"1249","Spa activities",5,96101,"not in scope",FALSE
"1250","Steam and bath activities",5,96102,"not in scope",FALSE
"1251","Slendering and body building activities",5,96103,"not in scope",FALSE
"1252","Beauty treatment and personal grooming activities",5,96104,"not in scope",FALSE
"1253","Beauty parlor activities",5,96105,"not in scope",FALSE
"1254","Barber shop activities",5,96106,"not in scope",FALSE
"1255","Other personal services for wellness activities, n.e.c.",5,96109,"not in scope",FALSE
"1256","Washing and dry cleaning of textile and fur products",5,96210,"not in scope",FALSE
"1257","Funeral and related activities",5,96300,"not in scope",FALSE
"1258","Domestic services",5,96400,"not in scope",FALSE
"1259","Social escort service activities (excluding tourist guides)",5,96901,"not in scope",FALSE
"1260","Pet boarding activities",5,96902,"not in scope",FALSE
"1261","Astrological and spiritualists' activities",5,96903,"not in scope",FALSE
"1262","Shoe shiners, porters, valet car parkers activities",5,96904,"not in scope",FALSE
"1263","Coin-operated machines activities",5,96905,"not in scope",FALSE
"1264","Miscellaneous service activities, n.e.c.",5,96409,"not in scope",FALSE
"1265","Activities of households as employers of domestic personnel",5,97000,"not in scope",FALSE
"1266","Undifferentiated goods-producing activities of private households for own use",5,98100,"not in scope",FALSE
"1267","Undifferentiated services-producing activities of private households for own use",5,98200,"not in scope",FALSE
"1268","Foreign diplomatic missions",5,99011,"not in scope",FALSE
"1269","International organizations",5,99012,"not in scope",FALSE
"1270","International organizations and extra-territorial organizations and bodies, n.e.c.",5,99019,"not in scope",FALSE
"1271","Activities of other international organizations",5,99090,"not in scope",FALSE
"1272","Manufacture of motor vehicles",5,29100,"hdv",FALSE
